Account Name,Type,Industry,Annual Revenue,Rating,Phone,Website,Billing Street,Billing City,Billing State/Province,Billing Country,Billing Zip/Postal Code,Contact First Name,Contact Last Name,Created Date,Record Source,Ingest Timestamp,account_bkey,customer_id
"Williams, Hill and Vega",Customer,Technology,11521186,Hot,001-100-714-1375,https://www.wiley.org/,3371 Thomas Mount Suite 452,Jasminetown,OR,Dominica,99140,Alex,Davis,2023-06-11T18:53:16,salesforce_accounts,2025-10-12T04:56:38.677936,d6a12861-b5e1-4c1e-ac23-443e2a31c540,d6a12861-b5e1-4c1e-ac23-443e2a31c540
"Johnson, Lee and Stanton",Partner,Healthcare,35023048,Cold,128.001.6896,https://wilkerson.net/,3350 Patrick Throughway,South Phillipshire,NJ,Albania,46887,Logan,Johnson,2025-08-19T08:37:45,salesforce_accounts,2025-10-12T04:56:38.677936,d3421022-d949-4b28-907d-a7bf3441b10e,d3421022-d949-4b28-907d-a7bf3441b10e
"Wilson, Allen and Garcia",Customer,Technology,25191736,Cold,(605)960-7033x7065,https://taylor.org/,12294 Keith Stream,East Hollyhaven,KS,Svalbard & Jan Mayen Islands,49845,Cameron,Davis,2024-05-16T14:48:36,salesforce_accounts,2025-10-12T04:56:38.677936,a6098248-09e0-4f2a-8628-e52ef074bff1,a6098248-09e0-4f2a-8628-e52ef074bff1
Quinn-Lee,Customer,Healthcare,43693996,Hot,+1-950-857-6441,https://smith-jenkins.com/,21189 Phillips Shoal,Anneburgh,AK,Zambia,89800,Harper,Johnson,2024-05-18T08:13:15,salesforce_accounts,2025-10-12T04:56:38.677936,3492d5b9-e38b-4ddc-9088-2b6261c70a36,3492d5b9-e38b-4ddc-9088-2b6261c70a36
"Higgins, Watson and Floyd",Partner,Finance,35544468,Cold,001-598-942-6549x90514,https://www.george-meyer.net/,1046 Keith Heights Suite 968,East Susanview,KS,Saint Martin,38052,Harper,Martinez,2020-12-17T16:24:25,salesforce_accounts,2025-10-12T04:56:38.677936,b35c9f1b-7153-45ef-8a11-6aadb6ec0e22,b35c9f1b-7153-45ef-8a11-6aadb6ec0e22
Thomas Inc,Prospect,Education,24862375,Hot,001-731-336-3780x607,http://gonzalez.com/,35979 Miller Lights,Port Kimberly,PA,Uganda,15866,Skyler,Wilson,2025-04-02T15:10:54,salesforce_accounts,2025-10-12T04:56:38.677936,b10cbfc3-7246-4649-9837-a485ceb16f1b,b10cbfc3-7246-4649-9837-a485ceb16f1b
Rodriguez and Sons,Prospect,Technology,41233588,Warm,(698)610-7605,http://www.jones.com/,2631 Felicia Estate Suite 214,North Karentown,NV,South Africa,94102,Sam,Martin,2022-09-22T11:29:51,salesforce_accounts,2025-10-12T04:56:38.677936,72d89029-1280-4b28-827b-474f641f3f6d,72d89029-1280-4b28-827b-474f641f3f6d
Washington-Rogers,Customer,Retail,44252417,Hot,+1-936-449-8099,http://robinson.com/,99912 Fernandez Wells,Amberside,WA,Micronesia,46614,Riley,Taylor,2025-04-12T16:31:07,salesforce_accounts,2025-10-12T04:56:38.677936,26b6e614-6bb8-4dc7-86e8-e1365951f762,26b6e614-6bb8-4dc7-86e8-e1365951f762
Gregory-Jenkins,Partner,Retail,26731747,Warm,646.428.9155x04712,https://molina-paul.com/,2076 Andrea Lane,Andrewborough,RI,Holy See (Vatican City State),47205,Jordan,Jackson,2020-09-04T09:57:49,salesforce_accounts,2025-10-12T04:56:38.677936,d23d816d-f392-421a-8cb7-daedaafea34b,d23d816d-f392-421a-8cb7-daedaafea34b
Ramirez-King,Customer,Energy,44163896,Cold,+1-347-618-9236x1932,https://www.ellis.biz/,091 Jennifer Shores,New Jessica,MN,Svalbard & Jan Mayen Islands,66109,Quinn,Moore,2025-04-02T10:31:57,salesforce_accounts,2025-10-12T04:56:38.677936,5dbd606c-3abd-4b96-9f2c-cda836b1af08,5dbd606c-3abd-4b96-9f2c-cda836b1af08
"Scott, Walter and Compton",Vendor,Healthcare,43407203,Warm,516-939-2466,http://www.king.com/,20313 Nicholas Stream,Marilynshire,DC,Saint Martin,59683,Harper,Rodriguez,2025-03-24T05:05:27,salesforce_accounts,2025-10-12T04:56:38.677936,5ba442b5-9a06-46c1-8d34-c806895bbcb6,5ba442b5-9a06-46c1-8d34-c806895bbcb6
"Porter, Palmer and Morales",Vendor,Technology,8404428,Cold,(036)805-6946x742,https://williams.net/,87991 Robinson Camp,North Dawnberg,VT,United States Virgin Islands,38306,Morgan,Johnson,2025-03-06T06:39:03,salesforce_accounts,2025-10-12T04:56:38.677936,f317eb94-59e9-4ace-8bc7-9be504b9e2c3,f317eb94-59e9-4ace-8bc7-9be504b9e2c3
Frank Ltd,Customer,Energy,11901147,Hot,001-071-183-9584x411,http://barnett-johnson.com/,200 Jones Shores,Liuville,NY,Papua New Guinea,57178,Taylor,Davis,2022-12-29T15:14:45,salesforce_accounts,2025-10-12T04:56:38.677936,d1cf890e-6555-4063-988d-f295d33af33c,d1cf890e-6555-4063-988d-f295d33af33c
Kidd Inc,Prospect,Technology,48168235,Cold,508-396-7800,http://mills-arroyo.com/,10002 Sanchez Square,Perkinsmouth,IN,Bermuda,41390,Parker,Wilson,2020-03-15T11:59:48,salesforce_accounts,2025-10-12T04:56:38.677936,501a9849-7b73-4738-8618-e9109b3fc730,501a9849-7b73-4738-8618-e9109b3fc730
Davis-Peterson,Prospect,Healthcare,46124927,Hot,001-518-892-9355x5654,https://www.velazquez-maldonado.com/,41374 Michelle Village,Michelletown,MS,Somalia,3494,Harper,Anderson,2024-06-21T22:58:13,salesforce_accounts,2025-10-12T04:56:38.677936,77664c73-bae5-4caf-a811-5bc901b8b9c5,77664c73-bae5-4caf-a811-5bc901b8b9c5
"Maddox, Ferguson and Simpson",Customer,Retail,2822523,Hot,027.832.4149,https://martinez.org/,84913 Haley Trail Apt. 424,Bassside,CO,Papua New Guinea,12392,Taylor,Johnson,2020-11-15T13:55:06,salesforce_accounts,2025-10-12T04:56:38.677936,14e4d037-845d-4950-9b51-83e916fec451,14e4d037-845d-4950-9b51-83e916fec451
Jones-Fleming,Customer,Finance,26879085,Warm,+1-091-971-5454,http://rodriguez.net/,0897 Andrew Forges Suite 460,North Jimmyville,TX,Libyan Arab Jamahiriya,24954,Logan,Martinez,2023-03-27T04:39:33,salesforce_accounts,2025-10-12T04:56:38.677936,7bfea6ce-42df-40d7-b1fb-c3d4b2d3e11d,7bfea6ce-42df-40d7-b1fb-c3d4b2d3e11d
Thompson Ltd,Vendor,Retail,5246771,Warm,001-379-765-8670x594,http://www.gonzalez.com/,917 Jose Club,Port Richard,ME,Togo,80335,Jordan,Rodriguez,2024-10-30T13:04:52,salesforce_accounts,2025-10-12T04:56:38.677936,3f72507a-ceb3-4d87-83d1-75f1fa1471ec,3f72507a-ceb3-4d87-83d1-75f1fa1471ec
Bailey-Robinson,Prospect,Energy,9140145,Warm,001-063-274-7884,https://johnson-horne.com/,1137 Rachel Pass,Webbfort,NY,Morocco,42449,Casey,Brown,2020-05-02T14:27:27,salesforce_accounts,2025-10-12T04:56:38.677936,14201c0f-7195-466b-8e5c-421853e6c865,14201c0f-7195-466b-8e5c-421853e6c865
"Kaufman, Choi and Gray",Customer,Education,33565406,Warm,(906)222-2202x0779,https://lam-taylor.biz/,5110 Melody Glens,New Nancytown,RI,Armenia,78135,Casey,Anderson,2022-06-03T14:51:57,salesforce_accounts,2025-10-12T04:56:38.677936,7c32a14b-77ab-4a39-b007-860b62affcc2,7c32a14b-77ab-4a39-b007-860b62affcc2
Moody-Ellis,Vendor,Finance,1364645,Cold,805.331.4042x245,https://conley.com/,410 Jodi Cliffs Suite 613,Coxberg,KY,Marshall Islands,90110,Logan,Thomas,2020-01-07T21:15:45,salesforce_accounts,2025-10-12T04:56:38.677936,97cd2aef-bfab-4d5b-a8be-24d84ce3bbdf,97cd2aef-bfab-4d5b-a8be-24d84ce3bbdf
Marquez-Smith,Prospect,Energy,1928127,Cold,001-397-072-6923x71813,http://taylor.info/,99693 Williams Ferry Suite 165,Lake Alicia,PA,French Southern Territories,20078,Cameron,Taylor,2021-04-20T06:21:50,salesforce_accounts,2025-10-12T04:56:38.677936,d1a1c6e6-f23a-44e4-aab0-e16e5e78427e,d1a1c6e6-f23a-44e4-aab0-e16e5e78427e
"Long, Fleming and Herrera",Partner,Healthcare,9359690,Cold,(520)943-8723x1301,http://farrell.com/,9482 Robert Mount,West Caleb,DE,Armenia,37883,Taylor,Hernandez,2022-06-22T21:58:40,salesforce_accounts,2025-10-12T04:56:38.677936,3782ca3f-8130-4f6a-9cc9-fa4d2118ab05,3782ca3f-8130-4f6a-9cc9-fa4d2118ab05
Martin and Sons,Vendor,Finance,44364317,Hot,514.669.6327x5237,http://www.nelson.com/,78793 Stephanie Run Apt. 783,East Andrew,KS,Anguilla,75607,Jamie,Taylor,2021-01-09T09:53:09,salesforce_accounts,2025-10-12T04:56:38.677936,8a2cf0a2-d6be-4a80-8ab5-05d73c3921f5,8a2cf0a2-d6be-4a80-8ab5-05d73c3921f5
"Watson, Landry and Austin",Prospect,Energy,38309281,Cold,+1-799-245-2822,http://www.campbell.info/,844 Finley Inlet,Gillville,GA,Bhutan,79151,Morgan,Martinez,2020-12-16T20:03:25,salesforce_accounts,2025-10-12T04:56:38.677936,c1b80576-2ce5-4f16-84b9-314d620698e8,c1b80576-2ce5-4f16-84b9-314d620698e8
"Fuller, Hughes and Robinson",Prospect,Healthcare,41629019,Cold,(987)600-7467,https://mathis.com/,1073 Michelle Club,Whiteport,RI,Slovenia,36281,Devin,Miller,2020-06-20T21:53:20,salesforce_accounts,2025-10-12T04:56:38.677936,ccb268c0-07ff-458f-b3e5-b640ea679165,ccb268c0-07ff-458f-b3e5-b640ea679165
Arroyo-Moran,Vendor,Retail,23792566,Cold,219-233-7738x2127,https://www.bauer.biz/,716 Sara Parkway Apt. 071,Edwinside,NM,Mauritius,81880,Rowan,Moore,2021-06-19T09:50:22,salesforce_accounts,2025-10-12T04:56:38.677936,65c10dda-95d0-4ce8-9240-a273fff5a106,65c10dda-95d0-4ce8-9240-a273fff5a106
Anderson-Osborne,Partner,Education,49462002,Warm,416-657-4019x110,https://delgado.org/,2508 Herrera Knoll Suite 900,East Joanna,FL,Belize,57888,Elliot,Moore,2024-06-04T01:49:05,salesforce_accounts,2025-10-12T04:56:38.677936,823425a1-0db6-4aac-a229-e827d59b443d,823425a1-0db6-4aac-a229-e827d59b443d
Kelly-Andrade,Vendor,Healthcare,49723966,Cold,+1-472-172-3051x806,https://hunt-houston.biz/,44734 Hoffman Ferry Suite 826,Port Stevenberg,MI,Thailand,13726,Elliot,Anderson,2021-04-04T09:30:37,salesforce_accounts,2025-10-12T04:56:38.677936,90c8ff13-ecc0-4322-a2bc-30f2f8fb68be,90c8ff13-ecc0-4322-a2bc-30f2f8fb68be
Johnson PLC,Prospect,Technology,8836900,Hot,901.626.2172x10514,http://burnett.com/,465 Crawford Club,South Victoria,DC,Bangladesh,91608,Elliot,Martin,2023-01-09T00:07:33,salesforce_accounts,2025-10-12T04:56:38.677936,5d4bf757-5def-416d-abb2-bdd08ef77480,5d4bf757-5def-416d-abb2-bdd08ef77480
Lewis Inc,Customer,Healthcare,18892993,Warm,(722)176-5392x28998,https://simmons.info/,482 Moore Hill,Morganland,WY,Macedonia,47591,Jamie,Rodriguez,2024-03-08T02:55:13,salesforce_accounts,2025-10-12T04:56:38.677936,c3c811e2-2690-464b-b49c-23ca39d21d9a,c3c811e2-2690-464b-b49c-23ca39d21d9a
"Arnold, Garcia and Gonzalez",Customer,Healthcare,29170729,Hot,+1-721-871-8552,http://www.lowe-allen.info/,8671 Jorge Bypass,Diazstad,NH,Greece,80060,Reese,Williams,2021-02-13T16:05:29,salesforce_accounts,2025-10-12T04:56:38.677936,37e1448e-ad9f-472a-8560-bd4a985dea83,37e1448e-ad9f-472a-8560-bd4a985dea83
Miller Ltd,Vendor,Education,37567096,Cold,(838)801-5556x1293,https://jenkins-garcia.com/,774 Arnold Corner,South Kathleentown,MN,Switzerland,36716,Parker,Thomas,2020-08-23T01:23:05,salesforce_accounts,2025-10-12T04:56:38.677936,f0913d6e-94f1-4380-b6ef-506120a875f3,f0913d6e-94f1-4380-b6ef-506120a875f3
Brooks-Dalton,Prospect,Technology,48984993,Warm,(255)261-7066x602,https://moore.com/,87590 Logan Hollow Suite 240,Beanfurt,HI,Puerto Rico,75282,Skyler,Williams,2020-06-19T21:00:00,salesforce_accounts,2025-10-12T04:56:38.677936,022f9196-4b3a-48c8-b5d4-3d76ba1760e4,022f9196-4b3a-48c8-b5d4-3d76ba1760e4
"Morrison, Mendoza and Irwin",Customer,Energy,1473181,Hot,+1-461-188-8391x6008,http://moreno-elliott.com/,4903 Amy Shores,Rodriguezbury,CT,San Marino,32561,Skyler,Thomas,2022-10-05T04:35:39,salesforce_accounts,2025-10-12T04:56:38.677936,5b482d8e-ed47-43a5-8ac4-7e4bbf7a7134,5b482d8e-ed47-43a5-8ac4-7e4bbf7a7134
"Ramirez, Hancock and Webster",Prospect,Energy,45559850,Cold,001-433-375-0198x843,https://www.barrett-savage.com/,101 Carter Stream,Lake Markfurt,MN,Ireland,53942,Cameron,White,2021-07-08T12:56:45,salesforce_accounts,2025-10-12T04:56:38.677936,927c66bd-f535-4b2a-a983-383845de1828,927c66bd-f535-4b2a-a983-383845de1828
Hill PLC,Vendor,Healthcare,18768849,Hot,380.077.3714x764,https://young.com/,524 Martin Junctions,West Emilychester,KS,Uruguay,86377,Logan,Miller,2024-01-13T15:32:41,salesforce_accounts,2025-10-12T04:56:38.677936,3d0a57a0-e67c-4b46-8c05-319c450165d4,3d0a57a0-e67c-4b46-8c05-319c450165d4
Rivera-Martinez,Customer,Technology,47339036,Hot,(270)645-8575x742,https://parsons.com/,253 Matthew Neck,East Mary,CO,New Caledonia,79684,Rowan,Jackson,2025-07-05T16:52:31,salesforce_accounts,2025-10-12T04:56:38.677936,c7c973dc-1cec-477b-9905-beb6369ebbf4,c7c973dc-1cec-477b-9905-beb6369ebbf4
Burgess-Tucker,Prospect,Technology,43976894,Hot,433.595.2689x5465,https://johnson-randall.com/,09903 Gina Harbor,Weeksbury,IN,Nauru,57870,Cameron,Wilson,2023-12-14T06:04:07,salesforce_accounts,2025-10-12T04:56:38.677936,75e2ce0b-ed88-4ddd-96aa-0f9fa917bcb9,75e2ce0b-ed88-4ddd-96aa-0f9fa917bcb9
"Jones, Flynn and Mueller",Customer,Education,32863575,Cold,7176719972,https://www.williams-bailey.biz/,621 Craig Skyway,West Teresa,VA,Jamaica,36442,Logan,Martinez,2020-07-18T11:40:12,salesforce_accounts,2025-10-12T04:56:38.677936,cbc166d1-bc82-42c0-abef-a4f9f9f8ce90,cbc166d1-bc82-42c0-abef-a4f9f9f8ce90
Conley-Buckley,Vendor,Retail,2561774,Cold,3182353200,http://www.davis.info/,22889 Phillips Dale Suite 743,Garrettstad,NE,Northern Mariana Islands,34847,Elliot,Brown,2020-12-15T18:44:06,salesforce_accounts,2025-10-12T04:56:38.677936,6704bfe6-6284-4baf-a402-9c8260dc54cd,6704bfe6-6284-4baf-a402-9c8260dc54cd
Harris Inc,Prospect,Energy,36844790,Hot,1141086265,https://www.everett-ramos.info/,4384 Velez Brooks Apt. 904,Kristopherville,MD,Guadeloupe,88390,Jordan,Williams,2023-09-07T21:53:15,salesforce_accounts,2025-10-12T04:56:38.677936,b02245ef-bc6a-4610-afa9-5e8d5151fe54,b02245ef-bc6a-4610-afa9-5e8d5151fe54
Bruce-Wolfe,Customer,Education,21137778,Warm,262.457.7915x3121,http://harding.com/,6810 Ruiz Hill,North Rodneyville,VT,Marshall Islands,47473,Elliot,Martinez,2022-05-12T03:36:02,salesforce_accounts,2025-10-12T04:56:38.677936,35057311-9171-4503-b13a-670408b53727,35057311-9171-4503-b13a-670408b53727
"Hudson, Miller and Lynch",Vendor,Finance,7476610,Warm,455.203.6706x482,https://www.young-rice.info/,72472 Judy Causeway Suite 067,Hansonstad,OK,Falkland Islands (Malvinas),40651,Morgan,Wilson,2024-04-05T23:21:54,salesforce_accounts,2025-10-12T04:56:38.677936,77cfc8e3-b8c5-4bea-bffd-cc197cc076ca,77cfc8e3-b8c5-4bea-bffd-cc197cc076ca
Hart-Smith,Customer,Energy,6710715,Cold,988-618-5417,http://www.morgan.com/,412 Nelson Walks Apt. 125,South Jessica,WA,Ukraine,37316,Avery,Wilson,2023-06-03T07:44:20,salesforce_accounts,2025-10-12T04:56:38.677936,e1b416ec-b059-40ce-8c68-f06699ad00a4,e1b416ec-b059-40ce-8c68-f06699ad00a4
Dunn-Grant,Customer,Education,27988445,Cold,001-592-991-0094x618,http://crawford-kelly.com/,5110 Lindsay Roads,Brandonbury,VT,Namibia,20624,Avery,Hernandez,2021-12-17T22:34:04,salesforce_accounts,2025-10-12T04:56:38.677936,0d936986-fbe3-4737-a187-19c0d501c92e,0d936986-fbe3-4737-a187-19c0d501c92e
Perez Group,Partner,Energy,31835282,Cold,+1-860-917-6213x745,https://diaz.biz/,505 Swanson Corner Apt. 421,East Yvonne,GA,Grenada,15793,Quinn,White,2024-01-06T05:28:16,salesforce_accounts,2025-10-12T04:56:38.677936,223f6cc0-6af6-4184-a10c-6a27e5238851,223f6cc0-6af6-4184-a10c-6a27e5238851
Bennett-Harris,Partner,Retail,25803302,Cold,916-182-3805,https://www.floyd-schmidt.info/,82702 Rachel Viaduct,New Marisa,WY,Pakistan,1209,Taylor,Thomas,2021-12-08T14:12:56,salesforce_accounts,2025-10-12T04:56:38.677936,f199e243-1f8e-48d2-81e3-8e4a9eb63224,f199e243-1f8e-48d2-81e3-8e4a9eb63224
Golden PLC,Vendor,Finance,20520303,Cold,(811)962-3193,http://carlson.net/,937 Mark Prairie,Warrenburgh,OH,Morocco,23891,Riley,Miller,2020-08-28T15:18:10,salesforce_accounts,2025-10-12T04:56:38.677936,20bcc27f-f747-4e78-9540-aa3f3fe74a9a,20bcc27f-f747-4e78-9540-aa3f3fe74a9a
Cisneros-Harris,Partner,Retail,18186927,Warm,001-782-195-8551,https://bell.net/,99391 Michael Keys,Nicolebury,UT,Dominica,66612,Jamie,Hernandez,2024-08-26T14:18:23,salesforce_accounts,2025-10-12T04:56:38.677936,2c19b933-ddaf-4097-b4c6-9768e6d51088,2c19b933-ddaf-4097-b4c6-9768e6d51088
Greene-Young,Vendor,Finance,37766016,Cold,001-563-084-9779x009,https://jackson.com/,913 Darren Corner Apt. 069,New Anthony,ME,Monaco,96700,Riley,Anderson,2024-04-23T03:47:00,salesforce_accounts,2025-10-12T04:56:38.677936,a45a36ac-d88a-43d5-94cb-6451ca87b710,a45a36ac-d88a-43d5-94cb-6451ca87b710
Underwood-Patrick,Partner,Healthcare,40967715,Hot,001-442-071-2792x7020,https://sandoval-gilbert.com/,31973 Amber Alley,Karenton,AL,Zambia,56260,Devin,Hernandez,2021-11-29T05:38:31,salesforce_accounts,2025-10-12T04:56:38.677936,be90f36a-9d01-44cc-a776-22e7e608f4ad,be90f36a-9d01-44cc-a776-22e7e608f4ad
Johnson PLC,Customer,Education,35674147,Hot,583.118.9943x0664,https://sanders.info/,34927 Campbell Lane,Port Sarah,OH,Algeria,6616,Taylor,Johnson,2025-08-03T09:40:05,salesforce_accounts,2025-10-12T04:56:38.677936,6827b2f6-24bb-4181-9a22-7ccdc7133c8e,6827b2f6-24bb-4181-9a22-7ccdc7133c8e
"Stewart, Powell and Mcclure",Vendor,Finance,44070727,Warm,(881)940-0130,https://www.cox.org/,8860 Boyd Crossroad,North Melissaton,TN,Rwanda,3572,Riley,Anderson,2025-05-09T23:29:26,salesforce_accounts,2025-10-12T04:56:38.677936,0da52265-02f5-4e55-87f0-b0243016d277,0da52265-02f5-4e55-87f0-b0243016d277
Jimenez and Sons,Vendor,Retail,6814768,Hot,001-071-641-8709x27345,https://wong-baker.info/,043 Ryan Hills Apt. 259,East Carriestad,LA,Lithuania,60853,Alex,White,2021-03-17T08:51:42,salesforce_accounts,2025-10-12T04:56:38.677936,25baaee9-dbd4-42a5-bfdd-98966e4b37c7,25baaee9-dbd4-42a5-bfdd-98966e4b37c7
Chapman Inc,Customer,Energy,25601670,Warm,175-894-0828x3355,http://butler.com/,9257 Jimenez Coves Apt. 430,Barbaraton,MA,Marshall Islands,55006,Rowan,Thomas,2022-10-20T18:22:06,salesforce_accounts,2025-10-12T04:56:38.677936,f2923e36-36b8-49fb-8c89-78bd0bce1686,f2923e36-36b8-49fb-8c89-78bd0bce1686
Roberts-Chandler,Vendor,Finance,9315995,Warm,402.711.1564,https://young.com/,612 James Stravenue,North Steven,MT,French Polynesia,36131,Skyler,Rodriguez,2020-01-01T18:39:48,salesforce_accounts,2025-10-12T04:56:38.677936,bd4087a7-06c5-4b64-bc4e-6e9a8bd555e7,bd4087a7-06c5-4b64-bc4e-6e9a8bd555e7
Hernandez-Byrd,Vendor,Education,40780883,Hot,(233)556-7549x99879,http://andrews.com/,5596 Mccormick Lakes Suite 771,Vargasburgh,KS,Monaco,2504,Elliot,Johnson,2022-04-04T23:22:41,salesforce_accounts,2025-10-12T04:56:38.677936,11f8e9d2-d4e5-48b7-886f-745be31014fb,11f8e9d2-d4e5-48b7-886f-745be31014fb
Mueller and Sons,Partner,Finance,8564220,Cold,+1-802-918-2613x4025,https://byrd.info/,02321 Jessica Point Apt. 936,New Alexis,AK,Slovenia,53754,Harper,Williams,2021-02-22T05:13:18,salesforce_accounts,2025-10-12T04:56:38.677936,1bf7f8e4-8031-43dc-89a7-a6916bce2132,1bf7f8e4-8031-43dc-89a7-a6916bce2132
Ruiz Group,Vendor,Technology,49533339,Hot,263.031.1721,https://www.lane.info/,26172 Jasmine Freeway,Davidmouth,MA,Latvia,65311,Cameron,Taylor,2025-08-15T13:41:25,salesforce_accounts,2025-10-12T04:56:38.677936,39140b5d-49bb-4f79-b7b4-b0f6b17b9bf1,39140b5d-49bb-4f79-b7b4-b0f6b17b9bf1
David-Davis,Prospect,Energy,18821829,Hot,001-683-758-7707x5329,https://www.cowan.com/,30513 Ho Brook,Johnbury,OK,Togo,35362,Jordan,Anderson,2022-12-24T08:50:51,salesforce_accounts,2025-10-12T04:56:38.677936,e6dcf281-53a3-41e6-9880-c623f319c7dc,e6dcf281-53a3-41e6-9880-c623f319c7dc
Lee-Bullock,Customer,Education,18574854,Warm,001-738-287-4368x8634,http://www.phillips.net/,49152 Castillo Isle Suite 545,East Valeriestad,SD,Turkey,15754,Jamie,Martin,2023-11-08T10:56:31,salesforce_accounts,2025-10-12T04:56:38.677936,282f1ac5-9b26-4544-be22-6873959d9f82,282f1ac5-9b26-4544-be22-6873959d9f82
Anderson LLC,Partner,Education,24412113,Hot,397-333-6965x8483,https://www.munoz.com/,14877 Howard Shores,New Jennifermouth,MA,Montserrat,33288,Cameron,Miller,2022-11-04T15:06:57,salesforce_accounts,2025-10-12T04:56:38.677936,37dd06d8-aa25-4c28-8649-2d46b1a45401,37dd06d8-aa25-4c28-8649-2d46b1a45401
Miller PLC,Partner,Healthcare,25025886,Warm,367-179-9927,http://www.white.biz/,23074 Huang Drive Apt. 380,Port Garrettfort,KS,Macedonia,13373,Cameron,Smith,2021-10-08T19:42:49,salesforce_accounts,2025-10-12T04:56:38.677936,b7382959-4527-4378-b837-0068b5416d43,b7382959-4527-4378-b837-0068b5416d43
Bentley-Morales,Prospect,Retail,47073028,Cold,1301224357,http://www.robinson-wright.com/,4113 Suzanne Bridge Apt. 165,Port Wayne,MT,Philippines,38792,Skyler,Jones,2023-08-07T02:01:47,salesforce_accounts,2025-10-12T04:56:38.677936,07338ee0-deeb-4d0e-b2c4-d7634ea5da9f,07338ee0-deeb-4d0e-b2c4-d7634ea5da9f
Best-Tanner,Customer,Healthcare,31090972,Cold,6890913930,https://donaldson.com/,8398 Adam Junction,Jameschester,CO,Lesotho,64740,Taylor,White,2025-06-03T06:18:26,salesforce_accounts,2025-10-12T04:56:38.677936,6b68fab5-d00e-4e7b-abe5-269503c18074,6b68fab5-d00e-4e7b-abe5-269503c18074
Roberts Ltd,Customer,Education,45538050,Cold,(713)280-0139x1416,https://white.com/,033 Gutierrez Coves,East James,ID,Cook Islands,13883,Jamie,Hernandez,2023-05-17T05:54:20,salesforce_accounts,2025-10-12T04:56:38.677936,797190ad-7857-44bf-a213-7353b4fad2a3,797190ad-7857-44bf-a213-7353b4fad2a3
Kent PLC,Partner,Energy,36510502,Hot,488.485.2163x58843,http://www.burton-mitchell.com/,105 Deanna Crescent,East Anita,AR,Ecuador,49907,Quinn,Johnson,2023-06-23T21:01:40,salesforce_accounts,2025-10-12T04:56:38.677936,9d35cd9c-90ca-4673-b44b-01c3e06f87c4,9d35cd9c-90ca-4673-b44b-01c3e06f87c4
Hoover-Lopez,Vendor,Finance,42932666,Warm,482-876-3491x62915,http://www.golden.biz/,118 Daisy Square,North Dana,FL,Armenia,40208,Logan,Jones,2022-11-24T15:08:13,salesforce_accounts,2025-10-12T04:56:38.677936,916c4b33-a2f0-4504-9a28-dda1ef44284e,916c4b33-a2f0-4504-9a28-dda1ef44284e
Boyle Inc,Partner,Finance,34343291,Cold,987-801-2893,http://www.callahan.info/,022 Mathew Tunnel Apt. 821,Davidbury,SD,South Georgia and the South Sandwich Islands,4198,Avery,Williams,2022-07-01T03:50:57,salesforce_accounts,2025-10-12T04:56:38.677936,eac727fe-e187-4f52-a138-14b309b2f6e4,eac727fe-e187-4f52-a138-14b309b2f6e4
Dickerson-Wright,Customer,Energy,22026982,Warm,001-225-257-7443x1565,https://www.roberts.info/,8012 Ross View,South Tylerborough,AK,El Salvador,55084,Rowan,Garcia,2022-07-06T08:18:29,salesforce_accounts,2025-10-12T04:56:38.677936,5200551d-8e74-4a90-86cb-2a3be64b4ca1,5200551d-8e74-4a90-86cb-2a3be64b4ca1
Austin-Moore,Prospect,Education,16305013,Warm,001-150-724-0945x55601,http://smith.biz/,4967 David Common Suite 614,East Patrickstad,SD,Ethiopia,56762,Morgan,Anderson,2023-01-11T03:07:59,salesforce_accounts,2025-10-12T04:56:38.677936,036c137c-8dd6-4e05-b2a1-89705153939d,036c137c-8dd6-4e05-b2a1-89705153939d
"Cantrell, Lopez and Young",Partner,Finance,46444452,Cold,+1-455-606-6562,https://hart.net/,78683 Daniel Shores,North Jeffery,WY,United States Minor Outlying Islands,22094,Devin,Anderson,2025-07-17T01:47:53,salesforce_accounts,2025-10-12T04:56:38.677936,1137ea11-4659-4983-b954-4e9621711b7e,1137ea11-4659-4983-b954-4e9621711b7e
Hammond PLC,Customer,Finance,47878941,Cold,801-640-4396x3687,https://jones.com/,4044 Amanda Hollow Suite 923,West Patrick,ND,British Indian Ocean Territory (Chagos Archipelago),73519,Jamie,Taylor,2023-10-03T21:23:28,salesforce_accounts,2025-10-12T04:56:38.677936,6104e900-1c6c-4cbe-ab38-b09ca72d2df0,6104e900-1c6c-4cbe-ab38-b09ca72d2df0
Walters and Sons,Partner,Finance,43037345,Warm,001-842-945-4106x2846,http://www.bowman-tate.net/,376 Marks Isle,South Jeffreyfort,WI,Mauritania,16774,Casey,Thompson,2025-06-06T05:24:54,salesforce_accounts,2025-10-12T04:56:38.677936,b1a02063-851b-47cb-9273-b11ede326bf6,b1a02063-851b-47cb-9273-b11ede326bf6
Howe-Hamilton,Vendor,Retail,38311773,Cold,+1-760-704-3050x3939,https://davis-randolph.com/,4910 Carol Center Apt. 438,Gutierrezville,PA,Cambodia,32495,Quinn,Johnson,2025-08-27T06:23:13,salesforce_accounts,2025-10-12T04:56:38.677936,e60a6876-6cfd-48e0-86a3-23c2334c5b9d,e60a6876-6cfd-48e0-86a3-23c2334c5b9d
