product_id,sku,product_name,category,subcategory,brand,price_usd,cost_usd,weight_kg,dimensions,color,size,active,stock_quantity,reorder_level,supplier_id,created_at,updated_at,source_system,ingestion_timestamp,rating,review_count,in_stock
PROD-007753,SKU-630642,Profound directional migration,Clothing,Kids,"Stephens, Osborn and Lewis",250.58,94.68,28.86,8x56x16,Black,XXL,True,809,11,SUPP-089,2024-01-23 08:27:46.257541,2025-05-14 08:26:11.741951,snowflake,2025-03-22 10:50:05.355037,3.9,23,True
PROD-007754,SKU-175102,Multi-tiered systemic Internet solution,Electronics,Gaming,Walker-Coffey,885.43,229.8,36.53,53x20x38,Purple,XXL,False,758,45,SUPP-079,2023-11-17 14:12:39.825020,2024-12-30 14:50:43.845881,snowflake,2025-03-22 10:50:05.355037,3.6,28,True
PROD-007755,SKU-435389,Future-proofed analyzing strategy,Electronics,Accessories,Harding and Sons,337.83,443.89,7.57,63x36x34,Yellow,L,False,448,61,SUPP-100,2024-08-01 20:32:27.644844,2025-03-21 11:50:14.778488,snowflake,2025-03-22 10:50:05.355037,4.3,20,True
PROD-007756,SKU-366281,Programmable high-level software,Clothing,Accessories,"Fernandez, Bridges and Schultz",945.49,50.06,20.01,63x46x25,Blue,XS,False,351,66,SUPP-012,2024-05-17 19:40:24.277449,2025-06-22 09:23:35.825778,snowflake,2025-03-22 10:50:05.355037,3.7,28,True
PROD-007757,SKU-951565,Versatile explicit ability,Clothing,Shoes,Moore-Wolf,487.34,83.37,40.01,10x41x6,Green,L,False,94,10,SUPP-064,2023-09-28 08:47:53.873982,2025-05-20 22:43:44.502384,snowflake,2025-03-22 10:50:05.355037,3.4,23,True
PROD-007758,SKU-247789,Universal 4thgeneration monitoring,Home,Other,"Edwards, Ruiz and Snyder",920.32,105.96,24.67,60x30x40,Blue,XS,True,682,87,SUPP-088,2024-03-31 03:55:58.398426,2024-12-14 15:29:57.261182,snowflake,2025-03-22 10:50:05.355037,2.8,19,True
PROD-007759,SKU-292261,Persevering eco-centric structure,Clothing,Kids,Crosby and Sons,518.84,416.15,17.73,55x65x17,Purple,L,False,351,86,SUPP-019,2022-10-31 20:31:17.851724,2024-12-11 15:25:40.498309,snowflake,2025-03-22 10:50:05.355037,5.0,22,False
PROD-007760,SKU-422186,Enhanced cohesive success,Sports,Water Sports,"Solomon, Miles and Woods",280.55,117.26,44.76,85x47x14,White,XL,True,610,99,SUPP-064,2024-05-30 20:32:17.553444,2025-01-11 03:44:35.927908,snowflake,2025-03-22 10:50:05.355037,4.5,25,True
PROD-007761,SKU-168448,Exclusive secondary capability,Home,Other,"Harris, Bush and Esparza",116.05,107.02,29.14,90x51x25,Black,XXL,True,721,34,SUPP-095,2023-09-23 15:49:47.637522,2025-06-08 21:01:43.660993,snowflake,2025-03-22 10:50:05.355037,4.9,22,True
PROD-007762,SKU-762388,Stand-alone static interface,Electronics,Accessories,"Hayes, Weaver and Atkins",701.82,495.28,34.9,25x49x13,Black,One Size,False,428,46,SUPP-065,2022-11-12 14:30:35.172837,2024-10-28 01:54:22.408409,snowflake,2025-03-22 10:50:05.355037,4.6,19,True
PROD-007763,SKU-311310,Reduced multimedia instruction set,Electronics,Accessories,"Bass, Mills and Newman",606.1,99.15,31.09,19x12x33,Purple,One Size,True,397,82,SUPP-033,2022-11-07 18:13:16.819342,2025-07-12 09:09:53.307905,snowflake,2025-03-22 10:50:05.355037,4.5,26,True
PROD-007764,SKU-505995,Operative optimizing superstructure,Toys,Games,Arias-Jones,856.51,88.49,47.93,88x62x10,Green,M,False,266,71,SUPP-043,2023-06-04 11:12:32.498069,2025-06-19 04:18:44.508891,snowflake,2025-03-22 10:50:05.355037,3.6,27,True
PROD-007765,SKU-292030,Organic web-enabled system engine,Clothing,Women's,Villegas-Evans,176.79,280.84,18.33,70x29x7,Green,L,False,805,87,SUPP-095,2023-06-19 22:48:34.802839,2025-03-16 02:39:02.620709,snowflake,2025-03-22 10:50:05.355037,4.8,21,True
PROD-007766,SKU-991498,Organized next generation challenge,Sports,Water Sports,"King, Holder and Marks",147.3,137.28,2.59,34x2x31,Green,One Size,True,404,37,SUPP-019,2023-02-13 08:41:45.208485,2024-12-10 03:00:07.151344,snowflake,2025-03-22 10:50:05.355037,3.5,20,True
PROD-007767,SKU-251599,User-centric incremental utilization,Books,Educational,Mccoy-Jacobson,163.37,464.92,25.99,32x24x3,Red,L,False,776,82,SUPP-063,2023-03-20 12:31:38.694060,2025-01-13 00:22:21.375907,snowflake,2025-03-22 10:50:05.355037,5.0,21,True
PROD-007768,SKU-294434,Synchronized next generation knowledgebase,Electronics,Smartphones,Swanson-Simmons,306.25,291.67,5.46,1x68x30,Purple,XS,True,936,57,SUPP-099,2023-08-04 15:45:34.975413,2025-06-16 21:32:19.590675,snowflake,2025-03-22 10:50:05.355037,4.2,24,True
PROD-007769,SKU-616294,Centralized homogeneous middleware,Books,Educational,Hart PLC,203.61,433.36,28.49,26x12x23,Yellow,XL,True,992,51,SUPP-035,2022-11-22 16:23:46.321932,2025-02-21 23:55:03.217722,snowflake,2025-03-22 10:50:05.355037,5.0,20,True
PROD-007770,SKU-972180,Quality-focused scalable paradigm,Electronics,Smartphones,Fox-Martinez,371.61,98.58,18.2,23x95x34,Red,M,True,768,48,SUPP-075,2024-10-11 02:37:02.775799,2025-03-14 06:38:11.897601,snowflake,2025-03-22 10:50:05.355037,5.0,25,True
PROD-007771,SKU-243387,Secured national hardware,Home,Other,"Gomez, Taylor and Torres",891.97,91.48,9.15,37x48x38,Purple,M,False,426,19,SUPP-084,2023-01-22 13:08:40.067473,2025-04-23 09:26:42.297348,snowflake,2025-03-22 10:50:05.355037,2.3,20,True
PROD-007772,SKU-604353,Phased intangible hardware,Sports,Winter Sports,"Morse, Peters and Brown",215.44,87.36,8.51,90x55x18,White,One Size,True,484,48,SUPP-092,2023-04-22 02:22:55.933146,2025-04-19 01:35:13.642757,snowflake,2025-03-22 10:50:05.355037,5.0,34,True
PROD-007773,SKU-924833,Profound intangible superstructure,Books,Educational,Ortiz and Sons,392.05,36.02,5.93,32x88x39,Purple,XXL,True,502,16,SUPP-008,2023-03-10 01:13:38.945386,2024-11-10 23:37:07.978329,snowflake,2025-03-22 10:50:05.355037,4.7,24,True
PROD-007774,SKU-932159,Automated reciprocal forecast,Home,Other,"Thompson, Brown and Barber",915.09,182.94,0.15,36x53x1,White,M,True,190,13,SUPP-037,2023-12-25 08:11:43.022130,2025-02-24 09:51:56.886518,snowflake,2025-03-22 10:50:05.355037,5.0,30,True
PROD-007775,SKU-642332,Programmable systematic infrastructure,Home,Other,Clark-Miller,539.57,60.14,15.37,83x27x39,Purple,XS,True,531,51,SUPP-046,2024-01-19 07:08:49.137311,2025-01-22 03:10:11.018638,snowflake,2025-03-22 10:50:05.355037,4.9,23,False
PROD-007776,SKU-857364,Distributed methodical approach,Home,Other,Graves-Porter,431.8,9.2,7.69,68x83x7,Black,XL,True,597,52,SUPP-041,2023-08-09 16:00:06.755236,2025-06-24 10:38:59.704599,snowflake,2025-03-22 10:50:05.355037,2.6,27,True
PROD-007777,SKU-970055,Fundamental directional hub,Books,Non-Fiction,"Singleton, Johnson and Nichols",343.71,166.37,48.49,95x56x5,Orange,S,False,676,85,SUPP-013,2022-11-02 07:34:15.541854,2025-06-18 16:23:56.096346,snowflake,2025-03-22 10:50:05.355037,5.0,22,True
PROD-007778,SKU-577049,Future-proofed 5thgeneration contingency,Clothing,Kids,Prince-Johnston,773.25,473.37,15.0,96x26x1,Black,XXL,True,186,41,SUPP-003,2024-07-13 22:06:16.432084,2025-02-27 16:23:51.286090,snowflake,2025-03-22 10:50:05.355037,3.2,22,False
PROD-007779,SKU-137871,User-centric maximized capability,Sports,Team Sports,Martin Inc,641.03,427.35,41.36,99x70x10,White,XS,False,359,75,SUPP-025,2023-11-25 03:43:59.606950,2024-12-24 09:22:55.161896,snowflake,2025-03-22 10:50:05.355037,4.7,19,True
PROD-007780,SKU-789763,Innovative static core,Books,Reference,Carpenter-Lewis,484.22,163.4,22.67,49x45x23,Yellow,M,True,227,54,SUPP-049,2024-07-06 02:14:09.285525,2025-01-01 11:59:04.678636,snowflake,2025-03-22 10:50:05.355037,3.2,24,False
PROD-007781,SKU-858664,Business-focused background focus group,Clothing,Accessories,"Lester, Davis and Ingram",526.56,450.81,31.51,47x27x44,Red,L,False,349,45,SUPP-098,2022-11-18 22:07:20.834431,2025-04-22 06:33:43.619868,snowflake,2025-03-22 10:50:05.355037,4.6,23,True
PROD-007782,SKU-732682,Front-line executive methodology,Clothing,Accessories,Stewart and Sons,225.01,162.19,47.79,98x25x43,Orange,XXL,True,86,63,SUPP-080,2024-02-08 15:58:22.696850,2024-11-14 00:30:03.048690,snowflake,2025-03-22 10:50:05.355037,3.2,34,True
PROD-007783,SKU-948666,Polarized 4thgeneration process improvement,Books,Children's,Rice LLC,39.42,265.25,28.69,48x38x28,Yellow,XL,False,119,98,SUPP-035,2023-10-09 04:37:53.907165,2025-08-13 16:00:36.246103,snowflake,2025-03-22 10:50:05.355037,5.0,20,False
PROD-007784,SKU-924027,Organic 6thgeneration forecast,Toys,Educational,Robbins-Scott,42.04,136.82,6.03,86x82x20,Black,One Size,True,945,69,SUPP-016,2023-04-11 13:06:45.936340,2025-02-05 08:59:01.958539,snowflake,2025-03-22 10:50:05.355037,4.6,19,True
PROD-007785,SKU-302122,Virtual user-facing Internet solution,Toys,Dolls,Stevens-Patel,101.86,153.52,42.68,63x37x2,Green,XXL,False,744,17,SUPP-024,2022-11-26 16:00:59.475084,2025-04-27 21:22:10.620438,snowflake,2025-03-22 10:50:05.355037,4.3,27,True
PROD-007786,SKU-743332,Enterprise-wide eco-centric knowledge user,Electronics,Laptops,Wilson-Bryant,93.48,82.08,1.42,81x11x28,Purple,M,False,828,93,SUPP-038,2023-10-04 04:03:41.318348,2024-12-14 08:01:28.632921,snowflake,2025-03-22 10:50:05.355037,4.0,26,True
PROD-007787,SKU-577629,Organized directional Local Area Network,Toys,Outdoor,Waller PLC,284.04,416.97,46.13,32x52x32,Purple,L,True,432,36,SUPP-100,2023-10-26 04:09:53.205975,2025-09-02 14:08:45.773983,snowflake,2025-03-22 10:50:05.355037,4.2,16,True
PROD-007788,SKU-761872,Devolved intangible portal,Home,Other,Martin PLC,236.8,342.88,46.03,66x88x43,White,S,True,2,23,SUPP-096,2023-03-30 00:24:15.011815,2025-01-25 09:24:22.734493,snowflake,2025-03-22 10:50:05.355037,4.8,18,True
PROD-007789,SKU-360335,Team-oriented object-oriented website,Clothing,Shoes,Santiago-Campbell,562.67,119.65,37.69,99x78x9,Green,XXL,True,102,73,SUPP-063,2022-12-29 03:43:58.304365,2025-01-28 16:48:33.559356,snowflake,2025-03-22 10:50:05.355037,3.4,25,True
PROD-007790,SKU-900798,Innovative attitude-oriented monitoring,Toys,Educational,Lamb PLC,646.61,390.3,37.38,13x85x23,Black,L,False,89,28,SUPP-092,2023-12-10 08:31:17.060337,2025-07-12 19:20:47.798805,snowflake,2025-03-22 10:50:05.355037,3.5,36,True
PROD-007791,SKU-401507,Multi-tiered zero tolerance policy,Sports,Water Sports,Dominguez and Sons,459.4,182.82,25.03,25x100x23,Red,S,False,393,93,SUPP-063,2023-12-28 05:06:02.730469,2025-09-08 16:44:25.721935,snowflake,2025-03-22 10:50:05.355037,4.1,27,True
PROD-007792,SKU-670535,Horizontal regional Local Area Network,Toys,Action Figures,Gonzales Inc,356.89,220.54,5.26,3x5x46,White,XXL,False,559,21,SUPP-005,2024-04-08 14:13:17.699902,2025-06-21 01:19:50.108376,snowflake,2025-03-22 10:50:05.355037,4.8,21,True
PROD-007793,SKU-247458,Future-proofed needs-based model,Sports,Fitness,"Morgan, Carson and Jones",439.79,260.86,49.88,56x88x12,Red,XS,False,753,82,SUPP-046,2024-09-09 20:05:29.132185,2025-01-11 11:34:43.256804,snowflake,2025-03-22 10:50:05.355037,3.8,40,True
PROD-007794,SKU-164758,Re-engineered zero tolerance migration,Books,Non-Fiction,Sullivan Inc,741.97,85.57,34.77,44x24x29,Blue,S,True,701,16,SUPP-058,2023-11-29 12:56:07.225464,2025-10-02 14:53:38.063051,snowflake,2025-03-22 10:50:05.355037,5.0,32,True
PROD-007795,SKU-536701,Operative client-server framework,Sports,Winter Sports,Peterson-Allen,987.65,12.44,0.98,2x35x33,Purple,XL,False,79,90,SUPP-016,2024-01-02 20:02:12.254104,2025-08-26 12:25:22.027444,snowflake,2025-03-22 10:50:05.355037,4.2,18,True
PROD-007796,SKU-521282,Customer-focused neutral encryption,Home,Other,Flores LLC,882.19,54.2,19.4,23x21x36,White,L,False,811,42,SUPP-038,2024-01-16 00:20:16.358356,2024-10-19 13:44:19.345846,snowflake,2025-03-22 10:50:05.355037,4.0,28,True
PROD-007797,SKU-997489,Advanced multi-state policy,Books,Educational,Reed-Ayala,226.52,408.87,45.61,35x90x7,Purple,One Size,True,191,61,SUPP-003,2022-11-10 08:05:53.288780,2025-05-19 21:23:06.048308,snowflake,2025-03-22 10:50:05.355037,4.2,22,True
PROD-007798,SKU-679805,Robust multimedia info-mediaries,Clothing,Women's,Ramos Group,569.86,102.45,11.6,27x29x40,Blue,One Size,True,973,49,SUPP-070,2024-05-20 19:21:22.617733,2025-05-08 19:05:47.929772,snowflake,2025-03-22 10:50:05.355037,5.0,21,False
PROD-007799,SKU-323086,Pre-emptive leadingedge monitoring,Clothing,Women's,"Robinson, Kaiser and Cross",838.37,77.12,47.9,96x22x41,Black,One Size,True,691,36,SUPP-030,2023-11-30 04:59:10.346544,2025-03-29 18:22:50.742447,snowflake,2025-03-22 10:50:05.355037,4.7,26,True
PROD-007800,SKU-154299,Integrated dynamic hierarchy,Books,Fiction,Leonard Inc,530.46,430.13,48.35,82x46x15,Purple,XS,False,517,14,SUPP-043,2023-07-05 19:59:03.394340,2025-02-07 02:44:14.100178,snowflake,2025-03-22 10:50:05.355037,4.2,15,False
PROD-007801,SKU-762943,Persevering analyzing paradigm,Sports,Fitness,"Miller, Lee and Edwards",874.4,167.77,1.5,45x93x43,Blue,XXL,True,184,13,SUPP-064,2024-02-22 16:36:17.187539,2025-04-29 01:21:41.765753,snowflake,2025-03-22 10:50:05.355037,4.2,24,True
PROD-007802,SKU-145126,Re-contextualized multimedia productivity,Electronics,Laptops,Scott LLC,153.79,187.68,0.2,2x25x48,Orange,L,False,219,28,SUPP-027,2023-04-17 09:05:41.833467,2024-11-11 08:33:52.436682,snowflake,2025-03-22 10:50:05.355037,3.8,21,True
PROD-007803,SKU-236461,Fundamental methodical info-mediaries,Electronics,Tablets,Wilson-Cruz,421.46,398.22,47.31,3x48x31,Orange,S,True,948,100,SUPP-003,2023-04-06 12:33:27.654123,2025-06-14 17:48:09.320967,snowflake,2025-03-22 10:50:05.355037,5.0,22,True
PROD-007804,SKU-668641,Enterprise-wide high-level orchestration,Clothing,Accessories,"Henderson, Cruz and Ruiz",849.5,153.48,18.33,76x70x29,White,S,False,758,38,SUPP-024,2023-05-28 01:05:12.607736,2024-12-25 18:53:59.091009,snowflake,2025-03-22 10:50:05.355037,3.7,25,True
PROD-007805,SKU-890479,De-engineered bifurcated workforce,Books,Reference,"Nelson, Holland and Long",651.9,215.4,6.89,18x85x39,Yellow,One Size,False,648,91,SUPP-100,2024-07-20 18:37:41.441577,2025-01-03 11:40:33.517099,snowflake,2025-03-22 10:50:05.355037,4.4,23,True
PROD-007806,SKU-230890,Multi-tiered bi-directional interface,Electronics,Accessories,Parks-Francis,149.55,150.52,8.64,14x48x17,Green,One Size,True,527,41,SUPP-040,2023-12-02 11:39:58.540596,2025-02-09 22:59:49.139600,snowflake,2025-03-22 10:50:05.355037,3.1,19,True
PROD-007807,SKU-413274,Progressive full-range emulation,Electronics,Laptops,Howard and Sons,178.29,482.34,39.07,55x58x28,Green,L,False,894,13,SUPP-030,2024-02-11 19:42:32.209535,2025-08-20 20:56:13.098990,snowflake,2025-03-22 10:50:05.355037,3.8,20,True
PROD-007808,SKU-419018,Realigned non-volatile implementation,Books,Educational,Hamilton Ltd,962.2,57.4,2.36,89x12x45,Green,XS,False,418,38,SUPP-082,2024-06-10 21:33:53.299052,2025-09-09 21:04:19.749738,snowflake,2025-03-22 10:50:05.355037,4.7,33,False
PROD-007809,SKU-878248,Up-sized needs-based intranet,Sports,Fitness,Craig-Flores,451.04,131.51,3.28,32x76x1,Green,XS,False,744,90,SUPP-022,2023-11-02 21:13:06.826038,2025-06-08 00:39:53.796225,snowflake,2025-03-22 10:50:05.355037,4.7,21,True
PROD-007810,SKU-954935,Reactive radical emulation,Electronics,Laptops,Johnson-King,453.42,149.71,13.02,92x80x48,Yellow,S,False,329,47,SUPP-028,2023-05-12 15:51:22.761976,2025-03-28 10:28:12.525475,snowflake,2025-03-22 10:50:05.355037,5.0,24,True
PROD-007811,SKU-506652,Intuitive bi-directional hub,Sports,Fitness,Wilson and Sons,180.99,334.54,39.12,33x53x13,Black,S,True,522,30,SUPP-018,2023-12-12 09:18:05.491555,2024-10-23 09:09:31.898700,snowflake,2025-03-22 10:50:05.355037,4.4,28,True
PROD-007812,SKU-441273,Innovative secondary success,Electronics,Gaming,Dean-Montes,301.99,46.09,34.74,44x38x12,Red,L,True,571,22,SUPP-019,2024-02-03 17:37:08.711113,2025-07-10 17:55:16.461117,snowflake,2025-03-22 10:50:05.355037,3.5,28,True
PROD-007813,SKU-399236,Re-engineered holistic task-force,Sports,Team Sports,Burton PLC,359.83,334.02,31.07,82x46x10,Yellow,XS,False,153,60,SUPP-090,2023-04-15 21:50:18.820633,2025-05-23 23:59:34.705872,snowflake,2025-03-22 10:50:05.355037,4.7,37,True
PROD-007814,SKU-181995,Streamlined mission-critical matrix,Electronics,Smartphones,Johnson and Sons,390.57,287.56,28.66,29x41x44,White,One Size,True,624,71,SUPP-088,2024-01-09 08:29:52.790790,2025-07-09 04:14:30.661805,snowflake,2025-03-22 10:50:05.355037,4.8,28,True
PROD-007815,SKU-466823,Total bi-directional definition,Toys,Action Figures,"Banks, White and Brown",457.88,348.34,12.36,44x58x50,White,XXL,True,835,43,SUPP-071,2022-10-18 07:41:19.295320,2025-09-22 13:55:43.258609,snowflake,2025-03-22 10:50:05.355037,4.6,35,True
PROD-007816,SKU-700721,Centralized discrete function,Sports,Water Sports,Clark and Sons,348.07,301.69,30.27,80x32x1,Yellow,XXL,True,882,44,SUPP-075,2022-12-10 05:33:40.513846,2025-02-16 03:35:18.027591,snowflake,2025-03-22 10:50:05.355037,3.7,21,True
PROD-007817,SKU-773180,Quality-focused contextually-based interface,Sports,Outdoor,Smith-Jones,564.62,135.06,19.28,45x90x5,White,XL,False,334,30,SUPP-027,2024-03-17 18:44:41.646542,2025-04-17 10:02:00.913370,snowflake,2025-03-22 10:50:05.355037,4.3,24,True
PROD-007818,SKU-322763,Managed regional hierarchy,Sports,Water Sports,Jackson-Munoz,783.86,178.35,33.53,53x93x4,Purple,XL,False,452,53,SUPP-075,2023-01-28 07:40:39.651715,2025-06-23 11:43:32.200290,snowflake,2025-03-22 10:50:05.355037,5.0,26,True
PROD-007819,SKU-510579,Customizable real-time encoding,Home,Other,Nguyen-Roach,210.33,38.31,21.17,17x97x26,White,XXL,False,334,98,SUPP-064,2023-08-06 16:42:14.139752,2025-05-18 23:24:25.110853,snowflake,2025-03-22 10:50:05.355037,3.7,23,True
PROD-007820,SKU-513604,Fundamental disintermediate project,Home,Other,Nguyen-Marshall,169.13,468.2,42.1,3x47x41,Purple,XL,False,161,83,SUPP-073,2023-01-16 05:00:06.716773,2024-11-10 23:40:20.855599,snowflake,2025-03-22 10:50:05.355037,3.8,28,True
PROD-007821,SKU-454220,Cross-platform tertiary ability,Toys,Action Figures,"Williams, Terry and Burgess",768.36,170.38,19.6,58x58x12,Orange,L,True,69,22,SUPP-033,2023-03-09 11:26:09.327748,2025-07-22 13:45:56.790056,snowflake,2025-03-22 10:50:05.355037,4.6,25,True
PROD-007822,SKU-762327,Advanced eco-centric parallelism,Sports,Winter Sports,"Spencer, Smith and Weeks",833.87,224.19,29.6,79x34x42,Black,S,True,835,15,SUPP-086,2023-04-27 03:52:50.217158,2024-12-16 05:05:41.870294,snowflake,2025-03-22 10:50:05.355037,3.7,24,True
PROD-007823,SKU-898687,Reverse-engineered human-resource encoding,Toys,Games,"Jefferson, Griffith and Diaz",160.18,66.29,42.33,49x45x24,White,L,True,175,85,SUPP-003,2023-09-06 22:03:47.674506,2024-11-28 21:33:53.533781,snowflake,2025-03-22 10:50:05.355037,4.8,22,False
PROD-007824,SKU-187691,Open-source fresh-thinking functionalities,Sports,Fitness,Perez LLC,325.74,54.61,30.7,79x87x41,Yellow,XS,True,850,57,SUPP-026,2024-02-01 08:09:30.997654,2025-03-03 22:26:33.626878,snowflake,2025-03-22 10:50:05.355037,4.3,27,False
PROD-007825,SKU-406545,Seamless intangible capacity,Electronics,Laptops,"Smith, Wade and Wilson",502.97,424.64,11.39,68x72x28,White,L,False,85,17,SUPP-100,2022-12-11 13:40:01.673347,2025-09-05 19:03:48.729189,snowflake,2025-03-22 10:50:05.355037,3.2,20,True
PROD-007826,SKU-196052,Pre-emptive uniform time-frame,Home,Other,Austin and Sons,490.58,304.1,17.69,13x31x24,Green,XL,True,279,94,SUPP-039,2023-02-18 22:26:01.682479,2025-09-05 17:35:20.678782,snowflake,2025-03-22 10:50:05.355037,5.0,22,True
PROD-007827,SKU-970587,Function-based clear-thinking infrastructure,Sports,Winter Sports,Ellis PLC,632.07,160.33,32.57,81x63x19,Black,L,True,747,85,SUPP-080,2023-05-25 01:32:02.365952,2025-04-17 12:42:10.483805,snowflake,2025-03-22 10:50:05.355037,4.1,33,True
PROD-007828,SKU-492138,Synergized user-facing secured line,Books,Non-Fiction,Robertson-Perez,49.81,125.69,42.44,9x34x19,Orange,S,False,484,54,SUPP-074,2024-06-26 14:27:42.359286,2025-05-18 11:22:19.590050,snowflake,2025-03-22 10:50:05.355037,3.8,27,True
PROD-007829,SKU-415141,Team-oriented well-modulated application,Electronics,Laptops,Johnson-Trevino,747.58,117.91,8.82,46x83x43,Blue,XS,True,709,37,SUPP-016,2023-01-19 07:31:23.205733,2024-10-29 20:57:46.165218,snowflake,2025-03-22 10:50:05.355037,2.9,26,True
PROD-007830,SKU-707950,Cross-platform multi-state challenge,Home,Other,Sanchez-Martinez,484.23,496.84,9.43,23x61x11,Purple,XS,True,717,48,SUPP-087,2023-09-30 07:15:30.906814,2024-11-20 09:04:09.286150,snowflake,2025-03-22 10:50:05.355037,5.0,27,False
PROD-007831,SKU-317004,Customer-focused leadingedge success,Toys,Educational,Ayala-Smith,642.3,330.45,10.49,60x14x21,Yellow,M,False,964,66,SUPP-069,2023-11-07 15:24:40.017838,2025-03-19 10:14:44.436241,snowflake,2025-03-22 10:50:05.355037,3.6,24,True
PROD-007832,SKU-460512,Devolved static interface,Clothing,Kids,Turner and Sons,507.69,193.86,10.46,2x7x29,Orange,XL,False,126,47,SUPP-052,2023-01-31 16:34:10.807275,2025-06-19 08:06:03.632962,snowflake,2025-03-22 10:50:05.355037,4.5,23,True
PROD-007833,SKU-532619,User-centric regional array,Clothing,Kids,"Wolfe, Kennedy and Dixon",15.0,492.41,8.98,49x12x9,Purple,XS,False,270,75,SUPP-058,2023-08-30 06:55:12.428315,2025-09-07 18:33:19.469464,snowflake,2025-03-22 10:50:05.355037,4.6,23,True
PROD-007834,SKU-512988,Customer-focused attitude-oriented utilization,Clothing,Accessories,Henderson LLC,7.72,476.67,0.15,54x51x4,Orange,S,False,433,84,SUPP-028,2024-01-26 19:51:44.707263,2025-06-26 05:07:55.076499,snowflake,2025-03-22 10:50:05.355037,3.8,24,True
PROD-007835,SKU-159540,Open-architected fault-tolerant extranet,Sports,Team Sports,"Perez, Gonzalez and Williams",838.11,338.59,3.97,25x5x25,Yellow,XL,False,785,96,SUPP-080,2024-07-30 02:53:34.999474,2025-06-11 19:26:45.611041,snowflake,2025-03-22 10:50:05.355037,3.2,26,True
PROD-007836,SKU-723314,Devolved methodical hub,Books,Non-Fiction,"Reese, Williams and Ross",234.33,233.37,49.82,3x6x41,Orange,XS,False,13,31,SUPP-095,2023-05-23 11:23:49.292586,2024-11-18 07:09:06.525038,snowflake,2025-03-22 10:50:05.355037,3.8,24,True
PROD-007837,SKU-876888,Enterprise-wide tangible knowledge user,Home,Other,Ramirez-Crawford,635.4,408.45,40.21,19x41x10,Blue,L,True,193,40,SUPP-021,2023-02-26 00:54:50.502254,2024-11-05 06:54:16.837874,snowflake,2025-03-22 10:50:05.355037,5.0,25,True
PROD-007838,SKU-831891,Enterprise-wide mission-critical approach,Home,Other,Simmons PLC,557.79,486.97,23.79,39x20x2,Purple,M,False,334,27,SUPP-025,2024-09-28 05:58:39.961314,2025-06-27 04:22:34.878143,snowflake,2025-03-22 10:50:05.355037,3.4,22,True
PROD-007839,SKU-177839,Innovative national benchmark,Toys,Educational,Holt Group,39.29,144.71,30.57,46x66x40,Black,XS,True,857,76,SUPP-026,2024-08-07 06:38:25.009450,2025-06-07 06:23:02.669655,snowflake,2025-03-22 10:50:05.355037,3.3,20,True
PROD-007840,SKU-838124,Phased coherent access,Sports,Outdoor,Anderson PLC,272.78,46.53,39.87,73x90x42,Yellow,L,True,109,48,SUPP-067,2023-07-17 19:28:08.512975,2025-02-20 21:04:27.971540,snowflake,2025-03-22 10:50:05.355037,4.3,24,True
PROD-007841,SKU-266414,Grass-roots secondary service-desk,Home,Other,"Brown, Turner and Brady",588.7,41.01,33.74,30x45x24,Black,S,False,524,65,SUPP-035,2023-01-02 04:46:34.925396,2025-08-27 07:36:26.902454,snowflake,2025-03-22 10:50:05.355037,4.0,29,True
PROD-007842,SKU-251561,Ergonomic incremental encoding,Clothing,Accessories,Mack-Anderson,117.78,330.0,6.8,65x80x3,Yellow,One Size,False,967,53,SUPP-097,2022-11-04 21:37:04.697603,2025-03-08 16:20:55.846394,snowflake,2025-03-22 10:50:05.355037,3.4,24,True
PROD-007843,SKU-165651,Fundamental didactic groupware,Clothing,Women's,Montgomery Ltd,314.14,390.56,18.41,30x24x29,Blue,L,True,389,90,SUPP-024,2024-09-30 07:07:30.723880,2025-07-09 07:36:24.692592,snowflake,2025-03-22 10:50:05.355037,3.5,14,True
PROD-007844,SKU-408217,Networked incremental paradigm,Books,Educational,"Hayes, Giles and Johnson",648.85,172.94,5.78,49x12x5,Green,L,True,901,94,SUPP-016,2023-08-04 16:35:43.144032,2025-02-07 13:32:00.672621,snowflake,2025-03-22 10:50:05.355037,4.8,24,True
PROD-007845,SKU-154384,Function-based value-added forecast,Toys,Outdoor,Lee PLC,697.82,133.56,16.34,48x10x43,Orange,XXL,False,989,22,SUPP-075,2023-05-16 21:06:09.947795,2025-07-07 18:16:53.347934,snowflake,2025-03-22 10:50:05.355037,4.2,27,True
PROD-007846,SKU-139363,Team-oriented 24/7 instruction set,Home,Other,"Sanchez, Freeman and Powell",450.35,78.6,31.23,88x74x19,Black,XL,False,784,42,SUPP-007,2023-07-16 18:04:10.894265,2025-06-03 07:00:21.097200,snowflake,2025-03-22 10:50:05.355037,5.0,24,True
PROD-007847,SKU-282212,Up-sized intangible array,Electronics,Tablets,Kim Ltd,452.01,182.54,7.83,49x59x36,White,M,False,260,65,SUPP-032,2023-01-17 11:04:54.234766,2025-01-22 18:15:05.055194,snowflake,2025-03-22 10:50:05.355037,4.5,28,True
PROD-007848,SKU-535509,Switchable grid-enabled projection,Clothing,Women's,Hamilton-Calhoun,666.48,10.41,1.65,18x98x15,White,S,False,977,59,SUPP-063,2022-12-11 13:31:15.423317,2024-11-10 02:57:34.015910,snowflake,2025-03-22 10:50:05.355037,3.9,16,True
