as_of_date,base_ccy,ccy,rate_to_base,fetched_at
2025-09-10,USD,USD,0.946216,2025-10-12T03:24:11.668974
2025-09-10,USD,EUR,0.925962,2025-10-12T03:24:11.668981
2025-09-10,USD,GBP,0.778605,2025-10-12T03:24:11.668988
2025-09-10,USD,INR,84.909515,2025-10-12T03:24:11.668995
2025-09-10,USD,CAD,1.323758,2025-10-12T03:24:11.669001
2025-09-10,USD,AUD,1.532536,2025-10-12T03:24:11.669008
2025-09-10,USD,JPY,147.325334,2025-10-12T03:24:11.669015
2025-09-10,USD,CHF,0.925628,2025-10-12T03:24:11.669022
2025-09-10,USD,CNY,7.35649,2025-10-12T03:24:11.669030
2025-09-10,USD,SGD,1.37059,2025-10-12T03:24:11.669037
2025-09-10,USD,HKD,7.83395,2025-10-12T03:24:11.669044
2025-09-10,USD,AED,3.708788,2025-10-12T03:24:11.669051
2025-09-10,USD,ZAR,18.348668,2025-10-12T03:24:11.669058
2025-09-10,USD,MXN,17.135752,2025-10-12T03:24:11.669065
2025-09-10,USD,SEK,10.480739,2025-10-12T03:24:11.669073
2025-09-10,USD,NOK,10.417794,2025-10-12T03:24:11.669080
2025-09-10,USD,DKK,6.734167,2025-10-12T03:24:11.669087
2025-09-10,USD,NZD,1.630234,2025-10-12T03:24:11.669094
2025-09-10,USD,PLN,4.03434,2025-10-12T03:24:11.669101
2025-09-10,USD,THB,36.436446,2025-10-12T03:24:11.669108
2025-09-10,USD,BRL,5.157442,2025-10-12T03:24:11.669115
2025-09-10,USD,TRY,33.623794,2025-10-12T03:24:11.669122
2025-09-10,USD,KRW,1392.656435,2025-10-12T03:24:11.669129
2025-09-10,USD,MYR,4.574151,2025-10-12T03:24:11.669136
2025-09-10,USD,PHP,56.151498,2025-10-12T03:24:11.669143
2025-09-10,USD,IDR,15476.613539,2025-10-12T03:24:11.669150
2025-09-10,USD,ARS,902.135483,2025-10-12T03:24:11.669157
2025-09-10,USD,CLP,966.731794,2025-10-12T03:24:11.669165
2025-09-10,USD,CZK,23.544517,2025-10-12T03:24:11.669172
2025-09-10,USD,VND,24794.942321,2025-10-12T03:24:11.669179
2025-09-11,USD,USD,0.946363,2025-10-12T03:24:11.669186
2025-09-11,USD,EUR,0.92592,2025-10-12T03:24:11.669193
2025-09-11,USD,GBP,0.77928,2025-10-12T03:24:11.669200
2025-09-11,USD,INR,85.205652,2025-10-12T03:24:11.669207
2025-09-11,USD,CAD,1.319879,2025-10-12T03:24:11.669214
2025-09-11,USD,AUD,1.534969,2025-10-12T03:24:11.669221
2025-09-11,USD,JPY,146.981832,2025-10-12T03:24:11.669228
2025-09-11,USD,CHF,0.922855,2025-10-12T03:24:11.669235
2025-09-11,USD,CNY,7.37076,2025-10-12T03:24:11.669242
2025-09-11,USD,SGD,1.366966,2025-10-12T03:24:11.669249
2025-09-11,USD,HKD,7.831387,2025-10-12T03:24:11.669257
2025-09-11,USD,AED,3.70392,2025-10-12T03:24:11.669264
2025-09-11,USD,ZAR,18.314998,2025-10-12T03:24:11.669271
2025-09-11,USD,MXN,17.19932,2025-10-12T03:24:11.669278
2025-09-11,USD,SEK,10.49133,2025-10-12T03:24:11.669285
2025-09-11,USD,NOK,10.380933,2025-10-12T03:24:11.669291
2025-09-11,USD,DKK,6.719632,2025-10-12T03:24:11.669299
2025-09-11,USD,NZD,1.631986,2025-10-12T03:24:11.669306
2025-09-11,USD,PLN,4.031196,2025-10-12T03:24:11.669324
2025-09-11,USD,THB,36.503633,2025-10-12T03:24:11.669332
2025-09-11,USD,BRL,5.148657,2025-10-12T03:24:11.669339
2025-09-11,USD,TRY,33.506294,2025-10-12T03:24:11.669346
2025-09-11,USD,KRW,1395.581668,2025-10-12T03:24:11.669353
2025-09-11,USD,MYR,4.574623,2025-10-12T03:24:11.669360
2025-09-11,USD,PHP,56.04435,2025-10-12T03:24:11.669367
2025-09-11,USD,IDR,15494.713724,2025-10-12T03:24:11.669374
2025-09-11,USD,ARS,900.307324,2025-10-12T03:24:11.669382
2025-09-11,USD,CLP,965.908927,2025-10-12T03:24:11.669389
2025-09-11,USD,CZK,23.452853,2025-10-12T03:24:11.669396
2025-09-11,USD,VND,24823.809327,2025-10-12T03:24:11.669403
2025-09-12,USD,USD,0.94774,2025-10-12T03:24:11.669410
2025-09-12,USD,EUR,0.928878,2025-10-12T03:24:11.669417
2025-09-12,USD,GBP,0.780634,2025-10-12T03:24:11.669424
2025-09-12,USD,INR,85.359113,2025-10-12T03:24:11.669431
2025-09-12,USD,CAD,1.323445,2025-10-12T03:24:11.669438
2025-09-12,USD,AUD,1.536489,2025-10-12T03:24:11.669445
2025-09-12,USD,JPY,147.242194,2025-10-12T03:24:11.669452
2025-09-12,USD,CHF,0.921697,2025-10-12T03:24:11.669459
2025-09-12,USD,CNY,7.391113,2025-10-12T03:24:11.669465
2025-09-12,USD,SGD,1.367163,2025-10-12T03:24:11.669472
2025-09-12,USD,HKD,7.822169,2025-10-12T03:24:11.669479
2025-09-12,USD,AED,3.697521,2025-10-12T03:24:11.669486
2025-09-12,USD,ZAR,18.324816,2025-10-12T03:24:11.669495
2025-09-12,USD,MXN,17.184179,2025-10-12T03:24:11.669502
2025-09-12,USD,SEK,10.488208,2025-10-12T03:24:11.669509
2025-09-12,USD,NOK,10.417839,2025-10-12T03:24:11.669516
2025-09-12,USD,DKK,6.723837,2025-10-12T03:24:11.669523
2025-09-12,USD,NZD,1.638346,2025-10-12T03:24:11.669530
2025-09-12,USD,PLN,4.039437,2025-10-12T03:24:11.669537
2025-09-12,USD,THB,36.474065,2025-10-12T03:24:11.669544
2025-09-12,USD,BRL,5.168653,2025-10-12T03:24:11.669551
2025-09-12,USD,TRY,33.424692,2025-10-12T03:24:11.669558
2025-09-12,USD,KRW,1394.911839,2025-10-12T03:24:11.669565
2025-09-12,USD,MYR,4.572484,2025-10-12T03:24:11.669572
2025-09-12,USD,PHP,56.04421,2025-10-12T03:24:11.669579
2025-09-12,USD,IDR,15513.078831,2025-10-12T03:24:11.669586
2025-09-12,USD,ARS,902.699445,2025-10-12T03:24:11.669594
2025-09-12,USD,CLP,965.459786,2025-10-12T03:24:11.669601
2025-09-12,USD,CZK,23.52759,2025-10-12T03:24:11.669608
2025-09-12,USD,VND,24768.067765,2025-10-12T03:24:11.669615
2025-09-13,USD,USD,0.945298,2025-10-12T03:24:11.669623
2025-09-13,USD,EUR,0.92934,2025-10-12T03:24:11.669630
2025-09-13,USD,GBP,0.782283,2025-10-12T03:24:11.669637
2025-09-13,USD,INR,85.271207,2025-10-12T03:24:11.669644
2025-09-13,USD,CAD,1.325278,2025-10-12T03:24:11.669651
2025-09-13,USD,AUD,1.541436,2025-10-12T03:24:11.669658
2025-09-13,USD,JPY,147.562934,2025-10-12T03:24:11.669665
2025-09-13,USD,CHF,0.923935,2025-10-12T03:24:11.669671
2025-09-13,USD,CNY,7.386154,2025-10-12T03:24:11.669678
2025-09-13,USD,SGD,1.369312,2025-10-12T03:24:11.669694
2025-09-13,USD,HKD,7.822005,2025-10-12T03:24:11.669701
2025-09-13,USD,AED,3.707166,2025-10-12T03:24:11.669708
2025-09-13,USD,ZAR,18.34134,2025-10-12T03:24:11.669715
2025-09-13,USD,MXN,17.143896,2025-10-12T03:24:11.669723
2025-09-13,USD,SEK,10.503727,2025-10-12T03:24:11.669731
2025-09-13,USD,NOK,10.407353,2025-10-12T03:24:11.669738
2025-09-13,USD,DKK,6.748767,2025-10-12T03:24:11.669745
2025-09-13,USD,NZD,1.637482,2025-10-12T03:24:11.669752
2025-09-13,USD,PLN,4.02649,2025-10-12T03:24:11.669759
2025-09-13,USD,THB,36.417469,2025-10-12T03:24:11.669766
2025-09-13,USD,BRL,5.185306,2025-10-12T03:24:11.669774
2025-09-13,USD,TRY,33.486868,2025-10-12T03:24:11.669780
2025-09-13,USD,KRW,1390.770419,2025-10-12T03:24:11.669788
2025-09-13,USD,MYR,4.579499,2025-10-12T03:24:11.669794
2025-09-13,USD,PHP,56.216617,2025-10-12T03:24:11.669801
2025-09-13,USD,IDR,15515.385273,2025-10-12T03:24:11.669808
2025-09-13,USD,ARS,902.255187,2025-10-12T03:24:11.669815
2025-09-13,USD,CLP,964.681163,2025-10-12T03:24:11.669822
2025-09-13,USD,CZK,23.590771,2025-10-12T03:24:11.669829
2025-09-13,USD,VND,24800.546801,2025-10-12T03:24:11.669836
2025-09-14,USD,USD,0.944867,2025-10-12T03:24:11.669843
2025-09-14,USD,EUR,0.928056,2025-10-12T03:24:11.669850
2025-09-14,USD,GBP,0.781018,2025-10-12T03:24:11.669857
2025-09-14,USD,INR,85.252853,2025-10-12T03:24:11.669864
2025-09-14,USD,CAD,1.323898,2025-10-12T03:24:11.669871
2025-09-14,USD,AUD,1.539035,2025-10-12T03:24:11.669878
2025-09-14,USD,JPY,147.493897,2025-10-12T03:24:11.669885
2025-09-14,USD,CHF,0.922971,2025-10-12T03:24:11.669892
2025-09-14,USD,CNY,7.38647,2025-10-12T03:24:11.669899
2025-09-14,USD,SGD,1.369455,2025-10-12T03:24:11.669906
2025-09-14,USD,HKD,7.851752,2025-10-12T03:24:11.669913
2025-09-14,USD,AED,3.71783,2025-10-12T03:24:11.669920
2025-09-14,USD,ZAR,18.301987,2025-10-12T03:24:11.669927
2025-09-14,USD,MXN,17.143025,2025-10-12T03:24:11.669934
2025-09-14,USD,SEK,10.535925,2025-10-12T03:24:11.669941
2025-09-14,USD,NOK,10.368216,2025-10-12T03:24:11.669948
2025-09-14,USD,DKK,6.744,2025-10-12T03:24:11.669956
2025-09-14,USD,NZD,1.635339,2025-10-12T03:24:11.669963
2025-09-14,USD,PLN,4.021993,2025-10-12T03:24:11.669970
2025-09-14,USD,THB,36.560465,2025-10-12T03:24:11.669977
2025-09-14,USD,BRL,5.174708,2025-10-12T03:24:11.669984
2025-09-14,USD,TRY,33.45503,2025-10-12T03:24:11.669991
2025-09-14,USD,KRW,1388.823613,2025-10-12T03:24:11.669998
2025-09-14,USD,MYR,4.574176,2025-10-12T03:24:11.670005
2025-09-14,USD,PHP,56.375229,2025-10-12T03:24:11.670012
2025-09-14,USD,IDR,15484.791555,2025-10-12T03:24:11.670019
2025-09-14,USD,ARS,901.877323,2025-10-12T03:24:11.670026
2025-09-14,USD,CLP,964.87776,2025-10-12T03:24:11.670033
2025-09-14,USD,CZK,23.638908,2025-10-12T03:24:11.670040
2025-09-14,USD,VND,24864.997978,2025-10-12T03:24:11.670047
2025-09-15,USD,USD,0.945742,2025-10-12T03:24:11.670055
2025-09-15,USD,EUR,0.930964,2025-10-12T03:24:11.670062
2025-09-15,USD,GBP,0.782362,2025-10-12T03:24:11.670069
2025-09-15,USD,INR,85.239754,2025-10-12T03:24:11.670076
2025-09-15,USD,CAD,1.322302,2025-10-12T03:24:11.670083
2025-09-15,USD,AUD,1.537066,2025-10-12T03:24:11.670090
2025-09-15,USD,JPY,147.436561,2025-10-12T03:24:11.670097
2025-09-15,USD,CHF,0.925986,2025-10-12T03:24:11.670104
2025-09-15,USD,CNY,7.375589,2025-10-12T03:24:11.670110
2025-09-15,USD,SGD,1.36522,2025-10-12T03:24:11.670117
2025-09-15,USD,HKD,7.836675,2025-10-12T03:24:11.670124
2025-09-15,USD,AED,3.712197,2025-10-12T03:24:11.670131
2025-09-15,USD,ZAR,18.33027,2025-10-12T03:24:11.670138
2025-09-15,USD,MXN,17.154712,2025-10-12T03:24:11.670145
2025-09-15,USD,SEK,10.511583,2025-10-12T03:24:11.670152
2025-09-15,USD,NOK,10.35032,2025-10-12T03:24:11.670159
2025-09-15,USD,DKK,6.731611,2025-10-12T03:24:11.670166
2025-09-15,USD,NZD,1.628862,2025-10-12T03:24:11.670173
2025-09-15,USD,PLN,4.029871,2025-10-12T03:24:11.670181
2025-09-15,USD,THB,36.566242,2025-10-12T03:24:11.714247
2025-09-15,USD,BRL,5.154672,2025-10-12T03:24:11.714323
2025-09-15,USD,TRY,33.476864,2025-10-12T03:24:11.714332
2025-09-15,USD,KRW,1391.973552,2025-10-12T03:24:11.714340
2025-09-15,USD,MYR,4.581838,2025-10-12T03:24:11.714349
2025-09-15,USD,PHP,56.517467,2025-10-12T03:24:11.714365
2025-09-15,USD,IDR,15458.358013,2025-10-12T03:24:11.714372
2025-09-15,USD,ARS,899.169525,2025-10-12T03:24:11.714379
2025-09-15,USD,CLP,965.051984,2025-10-12T03:24:11.714387
2025-09-15,USD,CZK,23.579638,2025-10-12T03:24:11.714394
2025-09-15,USD,VND,24909.647955,2025-10-12T03:24:11.714401
2025-09-16,USD,USD,0.944889,2025-10-12T03:24:11.714411
2025-09-16,USD,EUR,0.933604,2025-10-12T03:24:11.714418
2025-09-16,USD,GBP,0.781835,2025-10-12T03:24:11.714425
2025-09-16,USD,INR,85.5718,2025-10-12T03:24:11.714468
2025-09-16,USD,CAD,1.32149,2025-10-12T03:24:11.714476
2025-09-16,USD,AUD,1.536843,2025-10-12T03:24:11.714483
2025-09-16,USD,JPY,147.158699,2025-10-12T03:24:11.714490
2025-09-16,USD,CHF,0.924432,2025-10-12T03:24:11.714497
2025-09-16,USD,CNY,7.400008,2025-10-12T03:24:11.714504
2025-09-16,USD,SGD,1.368559,2025-10-12T03:24:11.714511
2025-09-16,USD,HKD,7.817347,2025-10-12T03:24:11.714518
2025-09-16,USD,AED,3.72676,2025-10-12T03:24:11.714525
2025-09-16,USD,ZAR,18.315838,2025-10-12T03:24:11.714532
2025-09-16,USD,MXN,17.143645,2025-10-12T03:24:11.714539
2025-09-16,USD,SEK,10.492845,2025-10-12T03:24:11.714546
2025-09-16,USD,NOK,10.382987,2025-10-12T03:24:11.714553
2025-09-16,USD,DKK,6.733079,2025-10-12T03:24:11.714560
2025-09-16,USD,NZD,1.627305,2025-10-12T03:24:11.714567
2025-09-16,USD,PLN,4.02992,2025-10-12T03:24:11.714574
2025-09-16,USD,THB,36.523412,2025-10-12T03:24:11.714581
2025-09-16,USD,BRL,5.168882,2025-10-12T03:24:11.714590
2025-09-16,USD,TRY,33.393378,2025-10-12T03:24:11.714597
2025-09-16,USD,KRW,1394.567125,2025-10-12T03:24:11.714604
2025-09-16,USD,MYR,4.587231,2025-10-12T03:24:11.714611
2025-09-16,USD,PHP,56.438131,2025-10-12T03:24:11.714620
2025-09-16,USD,IDR,15505.804634,2025-10-12T03:24:11.714627
2025-09-16,USD,ARS,898.990756,2025-10-12T03:24:11.714635
2025-09-16,USD,CLP,962.93123,2025-10-12T03:24:11.714643
2025-09-16,USD,CZK,23.629546,2025-10-12T03:24:11.714651
2025-09-16,USD,VND,24989.679684,2025-10-12T03:24:11.714658
2025-09-17,USD,USD,0.945221,2025-10-12T03:24:11.714665
2025-09-17,USD,EUR,0.931385,2025-10-12T03:24:11.714672
2025-09-17,USD,GBP,0.784951,2025-10-12T03:24:11.714679
2025-09-17,USD,INR,85.539558,2025-10-12T03:24:11.714686
2025-09-17,USD,CAD,1.323524,2025-10-12T03:24:11.714692
2025-09-17,USD,AUD,1.536409,2025-10-12T03:24:11.714699
2025-09-17,USD,JPY,147.325823,2025-10-12T03:24:11.714707
2025-09-17,USD,CHF,0.927774,2025-10-12T03:24:11.714714
2025-09-17,USD,CNY,7.406496,2025-10-12T03:24:11.714721
2025-09-17,USD,SGD,1.369279,2025-10-12T03:24:11.714741
2025-09-17,USD,HKD,7.835116,2025-10-12T03:24:11.714748
2025-09-17,USD,AED,3.71295,2025-10-12T03:24:11.714755
2025-09-17,USD,ZAR,18.296433,2025-10-12T03:24:11.714762
2025-09-17,USD,MXN,17.190553,2025-10-12T03:24:11.714769
2025-09-17,USD,SEK,10.528312,2025-10-12T03:24:11.714776
2025-09-17,USD,NOK,10.396852,2025-10-12T03:24:11.714783
2025-09-17,USD,DKK,6.756316,2025-10-12T03:24:11.714790
2025-09-17,USD,NZD,1.621078,2025-10-12T03:24:11.714797
2025-09-17,USD,PLN,4.037626,2025-10-12T03:24:11.714804
2025-09-17,USD,THB,36.487261,2025-10-12T03:24:11.714811
2025-09-17,USD,BRL,5.166692,2025-10-12T03:24:11.714818
2025-09-17,USD,TRY,33.34634,2025-10-12T03:24:11.714825
2025-09-17,USD,KRW,1393.686172,2025-10-12T03:24:11.714833
2025-09-17,USD,MYR,4.574888,2025-10-12T03:24:11.714840
2025-09-17,USD,PHP,56.392282,2025-10-12T03:24:11.714847
2025-09-17,USD,IDR,15448.34686,2025-10-12T03:24:11.714854
2025-09-17,USD,ARS,896.731933,2025-10-12T03:24:11.714861
2025-09-17,USD,CLP,964.712144,2025-10-12T03:24:11.714868
2025-09-17,USD,CZK,23.596237,2025-10-12T03:24:11.714876
2025-09-17,USD,VND,24994.954066,2025-10-12T03:24:11.714883
2025-09-18,USD,USD,0.943321,2025-10-12T03:24:11.714890
2025-09-18,USD,EUR,0.9279,2025-10-12T03:24:11.714897
2025-09-18,USD,GBP,0.78759,2025-10-12T03:24:11.714904
2025-09-18,USD,INR,85.642554,2025-10-12T03:24:11.714911
2025-09-18,USD,CAD,1.327746,2025-10-12T03:24:11.714918
2025-09-18,USD,AUD,1.539377,2025-10-12T03:24:11.714925
2025-09-18,USD,JPY,146.897791,2025-10-12T03:24:11.714932
2025-09-18,USD,CHF,0.928399,2025-10-12T03:24:11.714939
2025-09-18,USD,CNY,7.400197,2025-10-12T03:24:11.714946
2025-09-18,USD,SGD,1.367094,2025-10-12T03:24:11.714953
2025-09-18,USD,HKD,7.812884,2025-10-12T03:24:11.714960
2025-09-18,USD,AED,3.727602,2025-10-12T03:24:11.714967
2025-09-18,USD,ZAR,18.259375,2025-10-12T03:24:11.714974
2025-09-18,USD,MXN,17.190356,2025-10-12T03:24:11.714981
2025-09-18,USD,SEK,10.513277,2025-10-12T03:24:11.714988
2025-09-18,USD,NOK,10.383198,2025-10-12T03:24:11.714995
2025-09-18,USD,DKK,6.779398,2025-10-12T03:24:11.715002
2025-09-18,USD,NZD,1.620981,2025-10-12T03:24:11.715009
2025-09-18,USD,PLN,4.032624,2025-10-12T03:24:11.715016
2025-09-18,USD,THB,36.452067,2025-10-12T03:24:11.715023
2025-09-18,USD,BRL,5.162427,2025-10-12T03:24:11.715030
2025-09-18,USD,TRY,33.345539,2025-10-12T03:24:11.715037
2025-09-18,USD,KRW,1390.523732,2025-10-12T03:24:11.715044
2025-09-18,USD,MYR,4.576352,2025-10-12T03:24:11.715051
2025-09-18,USD,PHP,56.301266,2025-10-12T03:24:11.715059
2025-09-18,USD,IDR,15426.835693,2025-10-12T03:24:11.715066
2025-09-18,USD,ARS,898.28154,2025-10-12T03:24:11.715073
2025-09-18,USD,CLP,963.915578,2025-10-12T03:24:11.715080
2025-09-18,USD,CZK,23.513445,2025-10-12T03:24:11.715087
2025-09-18,USD,VND,25042.610688,2025-10-12T03:24:11.715094
2025-09-19,USD,USD,0.940987,2025-10-12T03:24:11.715102
2025-09-19,USD,EUR,0.92847,2025-10-12T03:24:11.715109
2025-09-19,USD,GBP,0.788636,2025-10-12T03:24:11.715115
2025-09-19,USD,INR,85.868664,2025-10-12T03:24:11.715122
2025-09-19,USD,CAD,1.326989,2025-10-12T03:24:11.715129
2025-09-19,USD,AUD,1.538423,2025-10-12T03:24:11.715136
2025-09-19,USD,JPY,146.317901,2025-10-12T03:24:11.715143
2025-09-19,USD,CHF,0.931661,2025-10-12T03:24:11.715150
2025-09-19,USD,CNY,7.398154,2025-10-12T03:24:11.715157
2025-09-19,USD,SGD,1.36233,2025-10-12T03:24:11.715164
2025-09-19,USD,HKD,7.822238,2025-10-12T03:24:11.715171
2025-09-19,USD,AED,3.731756,2025-10-12T03:24:11.715178
2025-09-19,USD,ZAR,18.193269,2025-10-12T03:24:11.715185
2025-09-19,USD,MXN,17.181347,2025-10-12T03:24:11.715193
2025-09-19,USD,SEK,10.472044,2025-10-12T03:24:11.715200
2025-09-19,USD,NOK,10.373297,2025-10-12T03:24:11.715207
2025-09-19,USD,DKK,6.791482,2025-10-12T03:24:11.715214
2025-09-19,USD,NZD,1.623922,2025-10-12T03:24:11.715220
2025-09-19,USD,PLN,4.033102,2025-10-12T03:24:11.715227
2025-09-19,USD,THB,36.533604,2025-10-12T03:24:11.715234
2025-09-19,USD,BRL,5.154961,2025-10-12T03:24:11.715241
2025-09-19,USD,TRY,33.312951,2025-10-12T03:24:11.715248
2025-09-19,USD,KRW,1386.428287,2025-10-12T03:24:11.715255
2025-09-19,USD,MYR,4.585514,2025-10-12T03:24:11.715263
2025-09-19,USD,PHP,56.158519,2025-10-12T03:24:11.715270
2025-09-19,USD,IDR,15403.614619,2025-10-12T03:24:11.715277
2025-09-19,USD,ARS,898.468392,2025-10-12T03:24:11.715285
2025-09-19,USD,CLP,960.921586,2025-10-12T03:24:11.715292
2025-09-19,USD,CZK,23.570745,2025-10-12T03:24:11.715299
2025-09-19,USD,VND,24965.688528,2025-10-12T03:24:11.715307
2025-09-20,USD,USD,0.942629,2025-10-12T03:24:11.715314
2025-09-20,USD,EUR,0.925527,2025-10-12T03:24:11.715321
2025-09-20,USD,GBP,0.788287,2025-10-12T03:24:11.715329
2025-09-20,USD,INR,86.001001,2025-10-12T03:24:11.715336
2025-09-20,USD,CAD,1.32871,2025-10-12T03:24:11.715343
2025-09-20,USD,AUD,1.544428,2025-10-12T03:24:11.715350
2025-09-20,USD,JPY,145.812648,2025-10-12T03:24:11.715357
2025-09-20,USD,CHF,0.929293,2025-10-12T03:24:11.715364
2025-09-20,USD,CNY,7.417784,2025-10-12T03:24:11.715371
2025-09-20,USD,SGD,1.362291,2025-10-12T03:24:11.715377
2025-09-20,USD,HKD,7.840608,2025-10-12T03:24:11.715384
2025-09-20,USD,AED,3.720699,2025-10-12T03:24:11.715391
2025-09-20,USD,ZAR,18.153988,2025-10-12T03:24:11.715398
2025-09-20,USD,MXN,17.174936,2025-10-12T03:24:11.715405
2025-09-20,USD,SEK,10.493935,2025-10-12T03:24:11.715412
2025-09-20,USD,NOK,10.392526,2025-10-12T03:24:11.715419
2025-09-20,USD,DKK,6.807148,2025-10-12T03:24:11.715426
2025-09-20,USD,NZD,1.619118,2025-10-12T03:24:11.715433
2025-09-20,USD,PLN,4.040301,2025-10-12T03:24:11.715440
2025-09-20,USD,THB,36.653204,2025-10-12T03:24:11.715447
2025-09-20,USD,BRL,5.17433,2025-10-12T03:24:11.715454
2025-09-20,USD,TRY,33.358813,2025-10-12T03:24:11.715461
2025-09-20,USD,KRW,1387.79953,2025-10-12T03:24:11.715468
2025-09-20,USD,MYR,4.590136,2025-10-12T03:24:11.715475
2025-09-20,USD,PHP,56.305847,2025-10-12T03:24:11.715482
2025-09-20,USD,IDR,15461.645602,2025-10-12T03:24:11.715489
2025-09-20,USD,ARS,897.863011,2025-10-12T03:24:11.715496
2025-09-20,USD,CLP,961.184828,2025-10-12T03:24:11.715504
2025-09-20,USD,CZK,23.596172,2025-10-12T03:24:11.715512
2025-09-20,USD,VND,25063.616089,2025-10-12T03:24:11.715520
2025-09-21,USD,USD,0.944416,2025-10-12T03:24:11.715527
2025-09-21,USD,EUR,0.925974,2025-10-12T03:24:11.715534
2025-09-21,USD,GBP,0.787785,2025-10-12T03:24:11.715541
2025-09-21,USD,INR,85.833049,2025-10-12T03:24:11.715548
2025-09-21,USD,CAD,1.333913,2025-10-12T03:24:11.715556
2025-09-21,USD,AUD,1.539901,2025-10-12T03:24:11.715563
2025-09-21,USD,JPY,145.439595,2025-10-12T03:24:11.715570
2025-09-21,USD,CHF,0.926855,2025-10-12T03:24:11.715577
2025-09-21,USD,CNY,7.404473,2025-10-12T03:24:11.715584
2025-09-21,USD,SGD,1.357546,2025-10-12T03:24:11.715591
2025-09-21,USD,HKD,7.857163,2025-10-12T03:24:11.715598
2025-09-21,USD,AED,3.716752,2025-10-12T03:24:11.715605
2025-09-21,USD,ZAR,18.18564,2025-10-12T03:24:11.715612
2025-09-21,USD,MXN,17.118318,2025-10-12T03:24:11.715619
2025-09-21,USD,SEK,10.471056,2025-10-12T03:24:11.715626
2025-09-21,USD,NOK,10.397266,2025-10-12T03:24:11.715633
2025-09-21,USD,DKK,6.83268,2025-10-12T03:24:11.715640
2025-09-21,USD,NZD,1.613035,2025-10-12T03:24:11.715647
2025-09-21,USD,PLN,4.051981,2025-10-12T03:24:11.715654
2025-09-21,USD,THB,36.760588,2025-10-12T03:24:11.715661
2025-09-21,USD,BRL,5.187611,2025-10-12T03:24:11.715668
2025-09-21,USD,TRY,33.306358,2025-10-12T03:24:11.715676
2025-09-21,USD,KRW,1389.988354,2025-10-12T03:24:11.715691
2025-09-21,USD,MYR,4.58238,2025-10-12T03:24:11.715704
2025-09-21,USD,PHP,56.486042,2025-10-12T03:24:11.715716
2025-09-21,USD,IDR,15403.010354,2025-10-12T03:24:11.715724
2025-09-21,USD,ARS,900.056531,2025-10-12T03:24:11.715731
2025-09-21,USD,CLP,958.954603,2025-10-12T03:24:11.715739
2025-09-21,USD,CZK,23.678337,2025-10-12T03:24:11.715745
2025-09-21,USD,VND,25041.989126,2025-10-12T03:24:11.715753
2025-09-22,USD,USD,0.943482,2025-10-12T03:24:11.715761
2025-09-22,USD,EUR,0.92406,2025-10-12T03:24:11.715768
2025-09-22,USD,GBP,0.788511,2025-10-12T03:24:11.715775
2025-09-22,USD,INR,85.80354,2025-10-12T03:24:11.715782
2025-09-22,USD,CAD,1.336055,2025-10-12T03:24:11.715789
2025-09-22,USD,AUD,1.543095,2025-10-12T03:24:11.715796
2025-09-22,USD,JPY,144.968707,2025-10-12T03:24:11.715804
2025-09-22,USD,CHF,0.928397,2025-10-12T03:24:11.715811
2025-09-22,USD,CNY,7.424534,2025-10-12T03:24:11.715818
2025-09-22,USD,SGD,1.358815,2025-10-12T03:24:11.715825
2025-09-22,USD,HKD,7.870626,2025-10-12T03:24:11.715831
2025-09-22,USD,AED,3.727249,2025-10-12T03:24:11.715838
2025-09-22,USD,ZAR,18.145377,2025-10-12T03:24:11.715845
2025-09-22,USD,MXN,17.132663,2025-10-12T03:24:11.715853
2025-09-22,USD,SEK,10.474639,2025-10-12T03:24:11.715860
2025-09-22,USD,NOK,10.37668,2025-10-12T03:24:11.715867
2025-09-22,USD,DKK,6.824869,2025-10-12T03:24:11.715874
2025-09-22,USD,NZD,1.613168,2025-10-12T03:24:11.715881
2025-09-22,USD,PLN,4.044386,2025-10-12T03:24:11.715888
2025-09-22,USD,THB,36.706591,2025-10-12T03:24:11.715895
2025-09-22,USD,BRL,5.189924,2025-10-12T03:24:11.715901
2025-09-22,USD,TRY,33.317773,2025-10-12T03:24:11.715908
2025-09-22,USD,KRW,1387.311266,2025-10-12T03:24:11.715915
2025-09-22,USD,MYR,4.578945,2025-10-12T03:24:11.715923
2025-09-22,USD,PHP,56.336659,2025-10-12T03:24:11.715930
2025-09-22,USD,IDR,15405.638351,2025-10-12T03:24:11.715937
2025-09-22,USD,ARS,898.661912,2025-10-12T03:24:11.715944
2025-09-22,USD,CLP,959.117791,2025-10-12T03:24:11.715951
2025-09-22,USD,CZK,23.628454,2025-10-12T03:24:11.715958
2025-09-22,USD,VND,25125.807255,2025-10-12T03:24:11.715965
2025-09-23,USD,USD,0.94531,2025-10-12T03:24:11.715972
2025-09-23,USD,EUR,0.926525,2025-10-12T03:24:11.715979
2025-09-23,USD,GBP,0.789265,2025-10-12T03:24:11.715987
2025-09-23,USD,INR,85.767132,2025-10-12T03:24:11.715994
2025-09-23,USD,CAD,1.333872,2025-10-12T03:24:11.716001
2025-09-23,USD,AUD,1.538518,2025-10-12T03:24:11.716009
2025-09-23,USD,JPY,144.869718,2025-10-12T03:24:11.716016
2025-09-23,USD,CHF,0.931887,2025-10-12T03:24:11.716022
2025-09-23,USD,CNY,7.443268,2025-10-12T03:24:11.716068
